image_id,reason
ffe236a25d4cbed59438220799920749,marks
867b4fa9b0b2cc3aa0bafe948d72804a,marks
581a0ecff3a2c886dbf5725909d210fe,marks
d1baa7e7eae6ec14a7342a27ab6a4b37,marks
e3f0542a702cef736b649df9a3a98e8c,marks
1866ab99cc028bbb8ed656f1181215f1,marks
ebb6a080d72e09f6481721ef9f88c472,marks
4c2b7a2554d56944bbd074abfd206134,marks
eb62229279cd8ab73c9ca81171f14762,marks
b48211c0c0fba52fcc8d919d03ed005b,marks
0c625807666551dc07436779d1969b24,marks
896ffc56e018a333454c4889a28459a2,marks
ed5eca047605a7a754ebc7889f76df63,marks
917cd45a69cff65efa37f3946d4bb13a,marks
67e16e12cd58ddb642e5e2412b5807dc,marks
4da76442dc5402b98d767140b2661a58,marks
1a1229aa03a98248db658d6c2ae18478,marks
84def2e319d3289cb0bda6a3d252ec55,marks
b81f068ea8c90ec259cf9212bbc24c22,marks
96fe9eb038ba77992ff6fd1b16ae9427,marks
467f8386fb72e5fe9970db33c8791302,marks
b9af529d72fbbca473b126588296c1e5,marks
068b0e3be4c35ea983f77accf8351cc8,marks
d383a65adb84e2f3032f0c68246224eb,marks
ae8098ce32f49e4b96dda2dd5e02db2c,marks
d341e19a76135d79774f19f5e9ecc5a9,marks
fd3b376d8b119c3a43e93e57710616fd,marks
7c6e364decc2c2e63a40ee36a1694770,marks
5a112beb1fb4921df86062b489f41928,marks
73f6bfb643e1d0d8d3868b7f1f0cd33d,marks
af1411aecef861c7f39555f2a8b0e0d3,marks
dc10032bf598b0a3268074de4bb2d7b6,marks
d1ec2a1c9426ba4bcd9a5bb5fd047ee9,marks
45b107368018ae2d6174aa5c1c6aa29c,marks
8fb12946881047895dd14ed095a99367,marks
d6807acfabc838eb944b797b116d3fb4,marks
eca989843a1006206f8af3503b71b66c,marks
c3f6dfc5c801b1f2aed4c9e318bd015d,marks
6465a5ab1539fe69d2392408606dfade,marks
f0bb29042dfb17421aac02138f8e9d20,marks
4059e344d07af05771b57fc3c89a7549,marks
85e36b2e92010c5d08a31ade8df8089c,marks
71284c0b091060bd4d353a9e94c8a491,marks
94f40cc47de223f60b575e508378ca9f,marks
3848fce177d0cc469f4ca60d802445af,marks
40d6e4442b79b10865ca062d189c8913,marks
e8f7e16be2dbae2d6ac3cc218d9adb7c,marks
9693d8e04d91297655abf8424d769bef,marks
0880e72eb2ad3fd25067a4500a8f0016,marks
9b1ffef735e7269deed27dd7e8db6b42,marks
f065aa3e43c7259d03e12b11bc9deb1f,marks
2a484c7522f0a5e3a41654eb2c452fd8,marks
7fbd12db8dceaec4f97268f44853fc57,marks
b470c2276d978f63d5b1c8a5a9446212,marks
9c2eafb5480094f718bc40213531b7d5,marks
130019276ea41cbc9c01147481b1d6db,marks
0ad4f3538ae67d99a7dbfcc01b2d2dd8,marks
0f958c8bbbc828b2e043e49ea39e16e2,marks
c93d4db23236f4e9d44fb3e4966b0bd3,marks
8be88cbd606502cf980f721d57c1c794,marks
7f4419ddb342092c27f745f7962fa7cd,marks
77d849c7c5d20f1e604e304a8dd676ce,marks
09a0147a0d752216ce2c77c828bfc14b,marks
cd5ba6aadfeafe1aa567c7d18fe93660,marks
21da367ab5b9d2b74882cbd626042608,marks
d5cef9fcc30f71c7d24d00114bcfecd5,marks
5c9407c366d62c4e309a5fa61a48b7b7,marks
02146992e1884bf87012fd0d5d05cdb9,marks
4aac539cdb139eb4549013b591084c4f,marks
f746e9703e48b20b6c64c1b9dce29d8a,marks
00ca0c23961b5510be46c917be11c43e,marks
af6fbe10ab6b3bb50812e4c44b54438f,marks
5b35810de01fe586e598f49e17cfcecc,marks
eb846d2f14749c4913bf0affa0578d8d,marks
c74e766851d12e6c5775f1dacbe3843d,marks
10d22d845b6bdd506a53af379e7f0b20,marks
898c2d26d40846143d477f1b625971a1,marks
7ec551736c90480bb8a6fafa54f3bf97,marks
bc11ea87ebca072c04df741c44aeafb6,marks
a2c07e3585c5b8788b71534866e4be73,marks
a3ca38ce1d10c44103ba22d137be7c08,marks
8df43ebd07c7eb0eeac8346283dcb5f7,marks
63e71c21ffc027a4b9f256840072e28f,marks
ccf93fec7c1fccc631606b07af2342b9,marks
7baf8e46e8720b8b2d379d2ed3b776b2,marks
148121423c7bdd1892bf501a2d5a800b,marks
0c6c14ee4d822472a576f1f6650d79f0,marks
6ce244d5b0b2fba2749fa09ac4b02adb,marks
b0dc9662008d3c1d40f3b30d82a6ffe0,marks
9bc70f1bfc8dbca7c881616b0198edcb,marks
eea7a758b49d5765cc9a8fe2ed6599fc,marks
e3a34f11358350448279e275774a0263,marks
5005f9cc40ba417daf4ceefa86fab751,marks
7fdda19fabed1c92c7ec50194dc96371,marks
60a69fdcc33d3b859dfc2a1cc081254f,marks
501403e5c13c7b86bc9312d087a6e490,marks
599648926096c44487968b630f9b4fb9,marks
80628cfdceb87d93ff1bc91e23fb5c92,marks
c9c295e486e0f7f7dfb4f0fde6ff8240,marks
040b2c98538ec7ead1cbd6daacdb3f64,No Mask
05f2ae45ead3e5737d102656366752df,No Mask
0cbadddd6fd3eca47c33e48752f680cd,No Mask
0ebea13245a2b04ca3e6a482091e35d6,No Mask
11641ccf5569bc94de323bb50b7fec7e,No Mask
13ab419e772cf0dd8140f34f905bd918,No Mask
13aba34105b637fcf77e4efdc4ccaef4,No Mask
148b753bb4a61f27bc4f17c6d123e1ec,No Mask
1563523865810e5763f7f1dd1a30da85,No Mask
1a14633255dc8b2dd5a36fd6f3eaf839,No Mask
1aff7ddcd1864b0e2fa4fdf61e965a83,No Mask
2ac36a2e35654c0be9e818f9f9407807,No Mask
2d7eef10a777361cd0872f70dda344ba,No Mask
2f178956e9fc7df485c50395b9664b40,No Mask
31fd11d1920dede9f0fa0dcb35baa34e,No Mask
33105f777ddf03e095ed3350179b41da,No Mask
34b9896eebff5d0501dc23156b26f2b3,No Mask
3756141b86ca5f2afcacf5113d4e8f83,No Mask
3ac1b4146a8bea81e2ff2b1f2c0bb0c8,No Mask
3ae66332c2dd50c6ce458937d49f8232,No Mask
3ec8cdd4bcb971eea9c54d7dd1a49e1c,No Mask
41bfc11a16555808e8ddf2af836e6943,No Mask
458b3e1c2f1f56179d89fec4d56bd8d6,No Mask
4da79675b490fd611075cd6b84b83adb,No Mask
4e3f861386c391790eea8f0de4ab5015,No Mask
5037b3b05aec2c96a034ce9301a43326,No Mask
53f2d7fc3b642a8b6cc2d2780f6bb48b,No Mask
5477d1fe122c0b899b4be1634d3d8da5,No Mask
54f5546d5e8afe397e0180510148fb85,No Mask
5983afd79b3d81e4fa5d23eccdcac8c4,No Mask
5a4d7035c9741c06a1c38b4c7dccdba0,No Mask
5fcce7dc17349db4badc8e94e41f45eb,No Mask
632e75c2e505dca41ae57573e70932b9,No Mask
6437f1be7543631458919813cc6ba8cf,No Mask
6519a41ad0cd0eadde0cde1ee256d141,No Mask
663be089197be4c5f7f4a6e1718f9c50,No Mask
6806e41cd6048002dfa52e2f4ad88900,No Mask
685b3fd17cdb8da60494694df414dc20,No Mask
695c5b79a3c75deea1f333f56e305e85,No Mask
69cbb87f131ddaa6b2ea5e9b6694c01d,No Mask
6df7a3d8b4955d162fcc11bce003860a,No Mask
6ffaf27156505265f49d0dbc2d14a745,No Mask
741c3cea01151450aa8a04c021978b70,No Mask
746223e2679f7697dc6b6aad326a01df,No Mask
81e8daac3be77e62ac181304eec1ceec,No Mask
81f1706e615ff80757a041cf70d022f5,No Mask
829dd10a2effb3f6aad826dc06217f58,No Mask
84859c9c3bf27b78b300204cb328baf0,No Mask
90155f31bd058a8f7b959346103bdc0c,No Mask
933e0a326144bffd98a22ef54fa1466a,No Mask
990cfa4d540e7a0a0e90dd79bb82a527,No Mask
995d89d079e8b1e4e06217d3f7fd6d9e,No Mask
9b6513bd810e25a7b7f3bd91b4d16803,No Mask
a109197ed889dd998c52e3f9d0bd98f0,No Mask
a1385e79c61705772c03a7cd134c72e7,No Mask
a61bde5fa031a829eed61c44ea348963,No Mask
a65a4942b32e64ab56e8128575f81f9b,No Mask
a8ddb6294c3f4b9123471e92b3947b20,No Mask
aad60997596c9d820acb6cb4b39a32ca,No Mask
ac9f59ca466750dbc43bae3ade2676a3,No Mask
af964131a5f92d123d0fb1061e7aa24a,No Mask
af9a7c64f3218dcb1ed01cc10d3f7e50,No Mask
b28cbb288d6f8bb2f45895287a621f43,No Mask
b5d27a874ddb2c49f7a77e70b97e0021,No Mask
b5db121ca6ba4d979a6bef814d5fdb17,No Mask
b6808a211b62298e06b0ac7f30f29882,No Mask
b768b6c84849f2ba435eae0f5be52c76,No Mask
b94e363b5500bffeb841e2f5ddaad50b,No Mask
b9df338c2d3db201e2bd938ddbd1c913,No Mask
ba8bc951801ef17040b62f984c291d70,No Mask
bc6e1ebec08a9503689da9a095690dfe,No Mask
bd5aa0e284c6dc0b0b09513731f252a8,No Mask
bd68158ecb3eec132592d14fecc35cc0,No Mask
bd6f8389b1d1f39c832d30ab4df72816,No Mask
c3ca4a75be0055aefe79f6849804d62c,No Mask
c40fab4c4c3658f40cc9a73c8602d8d0,No Mask
c7664405d98a76f0b30a1c18b6ae270b,No Mask
cde2247ec66faa1d9ed7cb325d14bcd4,No Mask
ce703fe24b485beaf1668ffc3ec6c858,No Mask
d0115a12026bc4b8a10ad05fe4992ded,No Mask
d66e101c469f93f92262aa671d10feec,No Mask
d756b18ac015e7d53b31b5c8b50acabe,No Mask
d8dab9eef691dc2a83874a3560fbaddb,No Mask
d8e6c24dadbb377b6934a21ba7ce02c4,No Mask
da765c184811f60cbff3d669bb6bcc62,No Mask
dc4034659aa2ae3585cdbe6febd3540b,No Mask
e0f8b96960ada384a00e493545f783da,No Mask
e4e48b9bb72df7391a12304ccddffc4e,No Mask
e643797bc1d667d5b6a4f43ddd91c27b,No Mask
e6725d72152aee9323a8c8ba910828b5,No Mask
eafd9197171d786210aa97a3bd9f74e6,No Mask
eb15d508d434c2fede99f7227d03fb4d,No Mask
ec1a371b933875ff0a2b65e315838294,No Mask
eec36dafc7b16caaadf5418529dc29cd,No Mask
ef370f7b011f0c0303a7ae14fe0c0770,No Mask
ef528624c588c2f9d04c79d400f1aacc,No Mask
f12da90682826a7b149fc550722e14c4,No Mask
f9b2162716bb1679a53424b0e6bc7f9b,No Mask
fc9f4ed1a24d73f80ded47ebdd145dd3,No Mask
fd03054e356d9e95da6ebba5d9c7fb07,No Mask
3790f55cad63053e956fb73027179707,Background only
4a2ca53f240932e46eaf8959cb3f490a,Background only
aaa5732cd49bffddf0d2b7d36fbb0a83,Background only
e4215cfc8c41ec04a55431cc413688a9,Background only
004dd32d9cd167d9cc31c13b704498af,No cancerous tissue but ISUP Grade > 0
00d8a8c04886379e266406fdeff81c45,No cancerous tissue but ISUP Grade > 0
014006841b9807edc0ff277c4ab29b91,No cancerous tissue but ISUP Grade > 0
01dfcde514052a6dc35ea4407f41d6e1,No cancerous tissue but ISUP Grade > 0
053a397c936bffc98e62367a81d6c905,No cancerous tissue but ISUP Grade > 0
0e5806abc1cf909123d584e504dd9bf9,No cancerous tissue but ISUP Grade > 0
0e62a4cba998a03d20295e07ebc30958,No cancerous tissue but ISUP Grade > 0
0f914d1f044c187e6a5be7e996d877a9,No cancerous tissue but ISUP Grade > 0
102aaf6f71973e1fe82551918255ba58,No cancerous tissue but ISUP Grade > 0
102c1ec848392aabff3fb4df2aa3598b,No cancerous tissue but ISUP Grade > 0
1163571b3edf666ab3a1dd30686e7530,No cancerous tissue but ISUP Grade > 0
11edd2e754f196b7655508e0e3177fdf,No cancerous tissue but ISUP Grade > 0
158754df49e00760f8e4659a05e7cc0c,No cancerous tissue but ISUP Grade > 0
18566c8e26d5b14f599fc92acec008e0,No cancerous tissue but ISUP Grade > 0
1a60c75983db9d7a7d8acada5151700e,No cancerous tissue but ISUP Grade > 0
1f722fff98986499a0aea339cd05a75d,No cancerous tissue but ISUP Grade > 0
268dcbd78318c0108974c5f99e1dca78,No cancerous tissue but ISUP Grade > 0
294c41defe507592692b93bb10c33123,No cancerous tissue but ISUP Grade > 0
2a4acf0e2db5c6fab745a163af60259b,No cancerous tissue but ISUP Grade > 0
2ce127e7731155d1373bfbd0abdc368b,No cancerous tissue but ISUP Grade > 0
2e4281fa0f1f749d052579c9855476cf,No cancerous tissue but ISUP Grade > 0
3b994de767ea6fb282fe774f88f3fe3d,No cancerous tissue but ISUP Grade > 0
3c685ed0f92e30f6ffeb5cea7cef5994,No cancerous tissue but ISUP Grade > 0
3d459935dae8bbeb5bda9cfc40e4b3ab,No cancerous tissue but ISUP Grade > 0
3d667d7f5829b3d76b3b0cc52bd71719,No cancerous tissue but ISUP Grade > 0
3d7a6ed3325520d2325441bb3ede70ea,No cancerous tissue but ISUP Grade > 0
4031bad3ffbcd79f42330f3853bec9b2,No cancerous tissue but ISUP Grade > 0
44f60ac5d5d82e5c72d077e50701863d,No cancerous tissue but ISUP Grade > 0
49f0eacee68196c3e5b997ee6d82214e,No cancerous tissue but ISUP Grade > 0
501403e5c13c7b86bc9312d087a6e490,No cancerous tissue but ISUP Grade > 0
507bb5873324858d94e7ea6bd043fa66,No cancerous tissue but ISUP Grade > 0
50fb0ac6d41c214effff1c9cd462dd30,No cancerous tissue but ISUP Grade > 0
527d8fc0ea1ef55212f4f2ffd6c4ad68,No cancerous tissue but ISUP Grade > 0
5752b761672c420fc1df9cbaf860bcd6,No cancerous tissue but ISUP Grade > 0
5af447057c0eb2ca945c12c398f670f9,No cancerous tissue but ISUP Grade > 0
627aeb9327a85228458ad20ecd8d77c3,No cancerous tissue but ISUP Grade > 0
65b59d73dd788168afab76694d39529c,No cancerous tissue but ISUP Grade > 0
6ab7bc76941454c4ec71eb754f066f30,No cancerous tissue but ISUP Grade > 0
77e8a9d9718a78c7602a4cd5d1f98da5,No cancerous tissue but ISUP Grade > 0
7dd4b4c937f8c0ceb6a30e25391f45bf,No cancerous tissue but ISUP Grade > 0
7e7e6dac3271a6cad2744ae393328a36,No cancerous tissue but ISUP Grade > 0
821b7c89e5f5879c21cefcdeb0df1657,No cancerous tissue but ISUP Grade > 0
84da53ac6f8828a494a0a8c52a6cd158,No cancerous tissue but ISUP Grade > 0
896728c112dfe5f55662f5f17656e076,No cancerous tissue but ISUP Grade > 0
8a308bfd3df0d8bda517873600971a84,No cancerous tissue but ISUP Grade > 0
8be88cbd606502cf980f721d57c1c794,No cancerous tissue but ISUP Grade > 0
8d9e28e97edc6598da7df0b5b7c098d6,No cancerous tissue but ISUP Grade > 0
93f366029ac746d84ea2aea80cc998e8,No cancerous tissue but ISUP Grade > 0
9665b32251dfc1c438787d36e8b66dd0,No cancerous tissue but ISUP Grade > 0
9a9ca5c457ad34e83f7e83002c61550f,No cancerous tissue but ISUP Grade > 0
9c24ae764d87098d03faccc2e2a579d0,No cancerous tissue but ISUP Grade > 0
9d14c42db92e5ba66f97630b55e1724f,No cancerous tissue but ISUP Grade > 0
a01a079113eb9c126a407defe6571315,No cancerous tissue but ISUP Grade > 0
aa082e66a044358b7222c7e2fb499a2b,No cancerous tissue but ISUP Grade > 0
abefa7fbef36b2bcc0c67eebb672e820,No cancerous tissue but ISUP Grade > 0
b10aafff8d0a4c426090fc772b6075f0,No cancerous tissue but ISUP Grade > 0
b1a8dc23435d6fea4a7847fcf02f9374,No cancerous tissue but ISUP Grade > 0
b31da8462061d770024e293ca92e0086,No cancerous tissue but ISUP Grade > 0
b53d843700d9665439ec8791e4024d70,No cancerous tissue but ISUP Grade > 0
b5925cdedf4c9c40b4249a39bfbbe35a,No cancerous tissue but ISUP Grade > 0
b64b0fc3bbfde95fb265773a61962813,No cancerous tissue but ISUP Grade > 0
b65538bb9960f77e666ad4a6dcb6a77e,No cancerous tissue but ISUP Grade > 0
b9402571270ab62c1e0a690fd33fc9e6,No cancerous tissue but ISUP Grade > 0
bae0ff238ba5e0f675f06a72a383bcd6,No cancerous tissue but ISUP Grade > 0
bf282897514555144100efbee376bce1,No cancerous tissue but ISUP Grade > 0
c0852776d3142ce132a90c6142bd7146,No cancerous tissue but ISUP Grade > 0
c1b2ec5ced6e0232ca1cff1c559234f2,No cancerous tissue but ISUP Grade > 0
c2f90bbc5200609817a0745279582e72,No cancerous tissue but ISUP Grade > 0
c64c12966d164cd0bcc6bfef4ca95500,No cancerous tissue but ISUP Grade > 0
c867630b14137ca898056cb4eefe1696,No cancerous tissue but ISUP Grade > 0
cbad739adf8a8bf6803b77f81946f8a4,No cancerous tissue but ISUP Grade > 0
cdb7663719497428b4d9243b76da3ace,No cancerous tissue but ISUP Grade > 0
ce07aae37ab28e6276bcab332a9706c9,No cancerous tissue but ISUP Grade > 0
cfaec8e16eae41da6abd659145a865f7,No cancerous tissue but ISUP Grade > 0
d08bd91bd82152478e446b6c0aca6d4a,No cancerous tissue but ISUP Grade > 0
d14168b713f3ba30243a69837a001115,No cancerous tissue but ISUP Grade > 0
d3b6c2650c9f201f3ff4ad20faafc23a,No cancerous tissue but ISUP Grade > 0
d6b1c8ca6037b5ddca5d2086975a643b,No cancerous tissue but ISUP Grade > 0
eda25d74c2ca92594de5aab4cc100f5c,No cancerous tissue but ISUP Grade > 0
ee5e98f996430e0ba9152fafb562596e,No cancerous tissue but ISUP Grade > 0
eec44ee55b0dfc4a00a728d459a6c5bb,No cancerous tissue but ISUP Grade > 0
ef65ea2c6fcec3156ffb0034135f8d55,No cancerous tissue but ISUP Grade > 0
f1a7f32a0a9ed7c50796a10e150df72b,No cancerous tissue but ISUP Grade > 0
fe79209ab178c89a9be62bc05b63f083,No cancerous tissue but ISUP Grade > 0
ffc70bf605de30aaa936533397a29d9c,No cancerous tissue but ISUP Grade > 0
033e39459301e97e457232780a314ab7,tiss
0b6e34bf65ee0810c1a4bf702b667c88,tiss
3385a0f7f4f3e7e7b380325582b115c9,tiss
3790f55cad63053e956fb73027179707,tiss
5204134e82ce75b1109cc1913d81abc6,tiss
a08e24cff451d628df797efc4343e13c,tiss
3790f55cad63053e956fb73027179707,blank
4a2ca53f240932e46eaf8959cb3f490a,blank
3790f55cad63053e956fb73027179707,blank
e4215cfc8c41ec04a55431cc413688a9,blank
aaa5732cd49bffddf0d2b7d36fbb0a83,blank
